seq_num,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps
4049,0.105408,-0.046360,-0.972096,0.210000,-2.030000,-0.280000
4050,0.103456,-0.048800,-0.974536,0.140000,-2.030000,-0.280000
4051,0.104432,-0.049288,-0.975024,0.210000,-2.030000,-0.420000
4052,0.103944,-0.045384,-0.976488,0.000000,-1.960000,-0.420000
4053,0.104432,-0.047824,-0.973560,0.070000,-1.960000,-0.350000
4054,0.104432,-0.048312,-0.974536,0.070000,-1.890000,-0.350000
4055,0.104432,-0.047824,-0.974048,0.140000,-1.890000,-0.350000
4056,0.103456,-0.048312,-0.974536,0.210000,-1.890000,-0.210000
4057,0.106872,-0.047824,-0.972584,0.140000,-2.030000,-0.350000
4058,0.103944,-0.047336,-0.974048,0.070000,-1.890000,-0.350000
4059,0.103944,-0.047824,-0.974048,0.210000,-1.960000,-0.490000
4060,0.103944,-0.048312,-0.974536,0.210000,-2.100000,-0.350000
4061,0.103944,-0.047336,-0.975024,0.280000,-2.170000,-0.350000
4062,0.102480,-0.047824,-0.976000,0.210000,-2.100000,-0.350000
4063,0.103944,-0.046360,-0.973560,0.070000,-1.890000,-0.350000
4064,0.104920,-0.046360,-0.974536,0.140000,-2.240000,-0.420000
4065,0.101504,-0.047824,-0.975024,0.140000,-2.030000,-0.420000
4066,0.102968,-0.048800,-0.975512,0.350000,-2.030000,-0.280000
4067,0.103944,-0.048800,-0.975024,0.140000,-1.960000,-0.350000
4068,0.102968,-0.047336,-0.976000,0.350000,-2.030000,-0.490000
4069,0.103456,-0.049776,-0.974536,0.000000,-1.960000,-0.420000
4070,0.104920,-0.050264,-0.975024,0.210000,-2.030000,-0.350000
4071,0.105896,-0.047824,-0.972584,0.140000,-2.030000,-0.350000
4072,0.104432,-0.046360,-0.974048,0.210000,-1.960000,-0.420000
4073,0.104920,-0.048312,-0.975024,-0.070000,-1.960000,-0.420000
4074,0.103944,-0.045872,-0.974536,0.280000,-1.890000,-0.490000
4075,0.103456,-0.049288,-0.974536,-0.070000,-2.030000,-0.420000
4079,0.103456,-0.048312,-0.975512,0.000000,-1.890000,-0.420000
4080,0.105896,-0.045872,-0.973072,0.350000,-2.030000,-0.350000
4081,0.102480,-0.047824,-0.975512,0.070000,-1.960000,-0.280000
4082,0.103944,-0.043920,-0.973072,0.350000,-2.030000,-0.420000
4083,0.105408,-0.044896,-0.974536,0.140000,-2.030000,-0.350000
4084,0.104432,-0.044408,-0.975024,0.350000,-2.240000,-0.350000
4085,0.103944,-0.047336,-0.976000,0.140000,-1.820000,-0.350000
4086,0.104920,-0.045384,-0.976000,0.280000,-2.240000,-0.350000
4087,0.101992,-0.046360,-0.971608,0.140000,-1.960000,-0.350000
4088,0.104432,-0.045872,-0.974048,0.210000,-2.100000,-0.350000
4089,0.103944,-0.047824,-0.974048,0.000000,-2.030000,-0.350000
4090,0.102480,-0.047824,-0.974048,0.140000,-2.100000,-0.350000
4091,0.102480,-0.050264,-0.971608,0.210000,-1.960000,-0.420000
4092,0.104920,-0.046848,-0.976000,0.210000,-2.030000,-0.420000
4093,0.101504,-0.048800,-0.976000,0.280000,-1.890000,-0.490000
4094,0.104432,-0.046848,-0.974536,0.070000,-1.960000,-0.420000
4095,0.103944,-0.047824,-0.972096,0.280000,-2.030000,-0.420000
4096,0.104432,-0.048312,-0.976976,0.000000,-2.030000,-0.420000
4097,0.104432,-0.049288,-0.974048,0.280000,-2.030000,-0.420000
4098,0.101992,-0.047336,-0.974536,0.000000,-1.960000,-0.420000
4099,0.101992,-0.049288,-0.974048,0.070000,-1.890000,-0.420000
4100,0.103944,-0.047824,-0.974048,0.000000,-1.890000,-0.420000
4101,0.103944,-0.048800,-0.975024,0.210000,-1.960000,-0.420000
4102,0.104432,-0.046360,-0.975512,-0.070000,-1.750000,-0.490000
4103,0.106384,-0.047824,-0.975024,0.210000,-1.890000,-0.420000
4104,0.103944,-0.046360,-0.974536,0.000000,-1.820000,-0.420000
4105,0.106384,-0.044408,-0.973560,0.280000,-2.100000,-0.350000
4106,0.103944,-0.047336,-0.974048,0.000000,-1.890000,-0.420000
4107,0.106872,-0.046360,-0.974536,0.280000,-2.100000,-0.350000
4108,0.104920,-0.046848,-0.975024,0.140000,-1.960000,-0.420000
4109,0.105408,-0.046360,-0.973560,0.210000,-2.100000,-0.350000
4110,0.104432,-0.046360,-0.973072,0.140000,-2.030000,-0.420000
4111,0.105896,-0.045872,-0.975512,0.350000,-1.960000,-0.350000
4112,0.103456,-0.048800,-0.973560,0.000000,-1.960000,-0.350000
4113,0.103456,-0.048312,-0.973560,0.210000,-2.030000,-0.420000
4114,0.105408,-0.048312,-0.975024,0.070000,-1.960000,-0.350000
4115,0.104432,-0.047824,-0.975024,0.210000,-2.100000,-0.350000
4116,0.103456,-0.046848,-0.974536,-0.070000,-1.960000,-0.350000
4117,0.105408,-0.050264,-0.976000,0.280000,-2.030000,-0.350000
4118,0.102480,-0.048800,-0.974536,0.070000,-1.820000,-0.350000
4119,0.103456,-0.048800,-0.974048,0.140000,-2.100000,-0.420000
4120,0.103456,-0.048312,-0.976488,0.140000,-1.890000,-0.420000
4121,0.103456,-0.045872,-0.974536,0.140000,-2.170000,-0.350000
4122,0.103456,-0.048312,-0.972584,0.140000,-1.890000,-0.420000
4123,0.104920,-0.049776,-0.973560,0.140000,-1.960000,-0.350000
4126,0.103944,-0.046848,-0.972584,0.210000,-2.030000,-0.420000
4127,0.105408,-0.047336,-0.976000,0.000000,-2.100000,-0.350000
4128,0.101992,-0.048312,-0.974536,0.280000,-2.030000,-0.350000
4129,0.103456,-0.045384,-0.976000,0.070000,-2.030000,-0.490000
4130,0.104920,-0.048800,-0.974048,0.140000,-1.890000,-0.350000
4131,0.102968,-0.049776,-0.972584,0.140000,-2.030000,-0.350000
4132,0.103456,-0.047336,-0.974536,0.350000,-2.030000,-0.420000
4133,0.103456,-0.046360,-0.975024,0.210000,-1.960000,-0.350000
4134,0.103456,-0.044408,-0.976000,0.280000,-2.100000,-0.350000
4135,0.104920,-0.046848,-0.974048,0.070000,-1.890000,-0.350000
4136,0.104432,-0.047824,-0.975024,0.210000,-2.030000,-0.350000
4137,0.102968,-0.046848,-0.975512,0.070000,-1.960000,-0.420000
4138,0.106384,-0.047336,-0.973072,0.210000,-2.030000,-0.420000
4139,0.103944,-0.048312,-0.971120,0.070000,-2.030000,-0.420000
4140,0.104920,-0.047824,-0.974536,0.350000,-2.170000,-0.280000
